Text,Sentiment
followed compliance great watch say,positive
people txting sorry phone dead cant resurrect hopefully verizon replace ill back tonight,neutral
hehe im smiling u still gotta make,positive
fell going house fun,negative
awww bless indeed coming 68 day woooo,positive
got shot arm eww,neutral
sorry missed,negative
trying blend know suck there harm trying,negative
going home get clothes,neutral
vote sadly vote log yet im gonna vote,negative
happy mother day amazing woman put u crazy demanding child thank much,positive
cooked breakfast mom happy,positive
missing ontario,neutral
follow follow simple,neutral
lip pierced 30 minute died,neutral
thinking swine market decline since cant say anymore,negative
admitted grandma hospital shes last one please pray,negative
tried sleep cant bout 2 call tisha,negative
awesome book cant wait film enjoy dont scared x,positive
love colorful horsies,positive
morrissey cancelled,negative
check latest fb post thing want happen dont think miss,neutral
cmon people today juddday,neutral
estep glad getting twittering,positive
hey tdukes flwd u immediately mornwhen dhmptn mentioned bit abt tattoo love hershes 1fav twitterer,positive
aww ya showing u mum proud kid let everyone know,positive
miss nicc today,negative
oftwtr beautiful,positive
way work wish day,positive
httptwitpiccom4wsxi f3 w demo aero wheel louder cut like knife u hear coming passing left,neutral
discover whole new beautiful,positive
christian mobile directory running month old visit httptinycccaribdir,neutral
still awake smh suck,negative
alex slammed head edge table 30 min ago shes going nice blue bruise,negative
thanks much definitely pas along amazing mother,positive
yay,positive
ahh love u u got twitterrr,positive
haircut short possible even change color new,neutral
ugh waiting interminable,negative
didnt research traffic beautiful system twitter approx 100msgsecond mine grab 6msgsec,positive
feel like continue long take,negative
greenville weekend best friend birthday leaving way later wanted,neutral
work youth justice,neutral
bored work ridiculous saturday going suck class morning,negative
u via meeting,neutral
oh dubbed breesaholic insomniac 2 feel special oh must add third angel drink post,neutral
ahh right kidney hurt soooo bad ooommmmggggg,negative
invited join group second life called ballistic autistics cute name,positive
type cold room,neutral
yes know gross haha im better,neutral
course id send dont think would survive trip,positive
yes clearly relished acting together sparking others performance milking laugh,positive
okay gots go first time since started miss block party,neutral
awesome time,positive
wouldnt fiftythousand follower hugh lauries needle haystack,neutral
would supertarget didnt,neutral
made seamless connection toro toro quebec two,neutral
good busy heck good feeling yucky moment,neutral
poor im bank holiday monday today,negative
chillin homewatching movie tv making healthified streusel coffee cake,neutral
thanks new work arrive week,positive
hice una maruchan,neutral
hey guy leann dont know remember wanted say im excited see guy go far,positive
going beach today,neutral
paid bill money,negative
httptwitpiccom4jfkw afc oh yes,positive
coding going,neutral
wont honey got mad yr go crazy,negative
aaahhhjust woke feel good sleep monday,positive
hope mom enjoys mother day gift,positive
jus woke late runnin work student train,neutral
hate able twitterize cell phone oh well,negative
carls jr sound hella good bring httpmylocmeg3o,positive
ommg gurll arent u going sad,negative
think super cute,positive
damnation woke,neutral
dont know quit youbrokeback mountain,negative
ill probably get fired though,neutral
got home went totoro cafe finally first time ever liked colorful place happy atmosphere,positive
idk lol head hurt rly bad stomach hmm personally think ive 2 deal wit,negative
thnx babe call u finish,positive
sometimes thing say hurt one love unintentionally never ever take back fix,negative
im seeing hannah montana movie today,neutral
seeing people today made realize really miss someone also miss grandpa he gone 17 year oh mom mamagra,negative
screaaaaaaaaaaaaaaaaaaaaaaaaaaaaam never freu zu frã¯â¿â½h,neutral
nope im bored hungry,negative
hope like new sat nav,positive
tx new fone dont anyones number,neutral
clean room,neutral
thank dedication lamb unparalleled also true lamb dedication unparalleled,positive
wish coming guess make time though,positive
big laptop big time switch eee bye big guy,positive
rather random,neutral
morley lol love kid,positive
good morning everyone,positive
choir assembly bad hot yay,negative
bummer might make sunday show hopefully sun shine cloudy day,neutral
cant fall asleep,neutral
im lonely need hug,negative
muscle back cramping hurt bad owww,negative
burned tongue workkkkkkkkkkkkkkkkk,negative
im eating salad rember comment new myspace picture plz,neutral
two going visit someone,neutral
aint ur ff list im hurt,negative
thought already winter turn winter even started,neutral
yayy cant wait see,neutral
yay power phone charged hot,neutral
omg mine omg thats gross im sorry totally forgot,negative
oh last tweet spent half hour brushing teeth new electric toothbrush feel great,positive
frenchfrycorndog look delish want welcome back seattle,positive
ur welcome sweetie anytime need find way get follower dont many,positive
bacon roll tea hackday friend openhacklondon,neutral
people pathetic u know one trying,negative
program show twitter facebook status update one alright yeah probably wont use often,neutral
thanks october,positive
going sleep peaceful wanted hear say good night didnt happen good night everyone,neutral
hey second kind sad ok guitar guitar guitar bbq good time,neutral
dad gave old blackberry old doesnt even scroll ball want bold,negative
work actual work,neutral
back weekend working yard didnt open laptop im thankful,positive
looked hotel web sitewhat place massage thats job lol lol,neutral
coffee bean met dean,neutral
internet billing fee 30 13 country setup cost 5000 usa alone,neutral
always sunny day cant possible outside life get,neutral
six foot theme jjj,neutral
ur gonna missed know hope thing better,neutral
wooomy luck done,negative
yer ispoor little well doesnt deserve stick everyone cowell going producer,negative
happy mother day mom,positive
feel good,negative
wannabe dubai,neutral
oh ayehe rock shes,positive
still need another 6 hour sleep,neutral
scrub tonight 800pm woo,positive
haha father daugter bonding time lol anyways g2g work get msn later ill bored x,neutral
sweet going publicly available,positive
im sad beloved boy doesnt online wait everyday,negative
grinning like cheshire cat happy hell made day,positive
hahahaha havent friend since sunday im lame,negative
suck,negative
whats going sweetheart,positive
dreary day la sunshine go,negative
ever met guy thatv everything want need never really went w gnite daddy,positive
omg ur alive lol 2day gone sooo slow im going insane grrr anything tonight,neutral
weird trigger definitely ask monday dude,negative
officially celebrating 400th tweet wow proud great,positive
phone work don,negative
chillin break eatin grub pretty burnt eventful day wanting go movie ian happening though,negative
oh man thats rough sounded like weekend went well get sleep,neutral
day long text conversation,neutral
hey dave im uk first thing done put rr could u play ill new kid block thanks,neutral
boo used live upland funnnn,positive
good enough,negative
jonas awesome watched groovy movie frankie weird lol,neutral
knightsweet dream,positive
french trois nobody sitting next feel little lonely,negative
im sick suck im ohbabayy33,negative
got mark bcit death swear,negative
grimestopper loss client lost job hope quote later today turn work drowned sorrow w huge h,neutral
dang baby love,positive
wish carlton game live stupid channel 7 lol,negative
cant rooting ali twitter war,neutral
finally raining delhi,neutral
sittin listenin music follow,neutral
bed one day left school get go holiday yay finally getting sick school lol,neutral
turn reportdone,neutral
roaming thing happen switched att,neutral
iã¯â¿â½m smaller company rather bigger one itã¯â¿â½s like worked big company prove though,neutral
plus janessa hurt feeling,negative
forgot power cable home today,neutral
im russia today im cracking economics tommorow im retaking aswell,neutral
hey whats im library right comp sign,neutral
gahh weather suck,negative
friday night im home party weekend,negative
maya kibbel facebook myspace page,neutral
keep telling youll feel better tomorrow lazy day sunfay afterall excuse,positive
damnit run candy coated book,negative
yeah know thanks much,positive
ahhhh wont let watch video phone,neutral
hi susan read blog really good look forward tweet update,positive
wish literally could every worldima nymph,negative
java working hmph cant upload photo facebook,negative
thats really fair mean leave like dont even give u party coming back,negative
thats bad luck,negative
something red bull hmmm think maybe,neutral
listened coz reminded depressing httpblipfm5joo9,negative
follow honey,neutral
glad weekend one week left school kid,positive
wow two hour conversation someone omegle amazing,positive
pic back blue,neutral
oh poor thing keep u posted,negative
closed votingall u vote best movie hope win 4 yo daughter love 2 sing climb,positive
7 hour many massage later spend time wife son mother day yall dont forget grab gift card,neutral
hey cant make maker tonight,neutral
httptwitpiccom4wah5 haha thats right,positive
happy mother day mother entire world deserved day u right,positive
america celebrates mother day different day england anyhooohappy mother day 2 american mumzys x,positive
uuuugh hate everything,negative
thank needed,positive
work hour,neutral
hows baby fever,neutral
think ill pas worm haha good morning,neutral
ok got knight,neutral
lightmare like six hang around house get come keep,neutral
went galveston want go back,positive
somehow yet accomplish thing,negative
wish sister lived near,positive
im lost without laptop break today made even worse 2 big boss skipton showed today,negative
dissapointment hhaha,negative
aural goodness,positive
wow derek rose got next student sat cant play,neutral
make fun,neutral
drove past hotel wish u ere im thinking december trip real white xmas,positive
heyy sweety go advanced training waht r u hugzxxxxxxxxxx,neutral
sorry delay publishing week show technical difficulty encoding asap may saturday,negative
back hospital work later studio time,neutral
using onscreen keyboard,neutral
im problem photo twitter amfcant see face,negative
involved requirement architecture nice im looking forward writing code,positive
quinn puppy got sick,negative
cupcake creme brulee tiramisu want sugar,neutral
feel sorry male singer never gonna great zac hanson pooorr fella,neutral
uh yeah totally real life sooooo,neutral
u point pointing yesterday ppl 2 wait til midnight kinda pissed,negative
anyone need help image let know convo forum link,positive
feel guility sorry bout httpplurkcompwyqow,negative
know feeling,neutral
never anything good school rabbit life cycle dunno tune giutar stuffed,negative
homework,neutral
bed hot date sudoku maybe chapter two reading stay awake long great night tweeps,positive
awww thanks lol ermm happened studying ha ha,positive
amazinq qirlsniqhtout quess always qreat excuse wear tiny dress heel,positive
waiting dang pizza cook almost 9 still eaten wifey fail mention feel like,negative
hype friday raining outsideno rain day rainin time kickitmr sun trippin,neutral
poor andrew 2 wisdom teeth removed wish hell get better fast,positive
yeah haha 3rd episode well,neutral
control aw babyy im sorry gots excited haha 333,neutral
getting hair cut todayyyy im nerrrvous,negative
dont find stuff amusing,negative
thanks 4 folow,positive
congratulation,positive
phillies gamee mama mother day,neutral
bought good chocolate magazine later ill play comanche 4 good saturday,positive
chance youll madison wi location soon maybe small,neutral
pouring hole shoe,neutral
greeting joan wanted say still miss waking pleasant personality face hug angel,positive
in wouldnt pay therapy dk,negative
know hot twitter work,neutral
yea yea im torture stanky leg marathonima dance hr til cant mo,negative
really sick tired body resisting rest,negative
itsurely dear posted presentation swine flu yest got 500 downloads dayi feel great,positive
class trying listen really like twitter facebook myspace oh yeaaah im hungry,positive
oh ok coming x,neutral
sick staying home thats levy said,negative
dont like random gloomy weather,negative
yaay congrats shmolan graduating im proud fun 3,positive
httptwitpiccom4wsst one model photo shoot stacey,neutral
hey twit watched poor holly britain got talent poor thing people mean 10 year old little girl,negative
yay mark issue tooyoull find lot issue lmao,negative
happy mother day happy motherã¯â¿â½s day httptumblrcomxnx1qyn0j,positive
there spider bed calming fear listening greeeeen day3,positive
thanks buddi problem friend yah post pic london nothing much really u,neutral
kind lonely nobody answer phone,negative
palm pre doesnt record video,neutral
twittering texting ipoding love invention mutitasking,positive
ok im hungry im fat knowi know aha,negative
yeahwe say shite alot say shiiiterhyming light,neutral
floor mopping sound unappealing,negative
omg nervous last block speech almost puked horrible bet got bad grade,negative
computer work workingbooo need new one tgif,neutral
white house thing lifesaver httpsnipurlcomhkuj9,positive
alright party success fun,positive
either way thats unfortunate hear thanks head,neutral
unless invite come beta key im going much help,negative
would like swapim sitting 3 grumpies,positive
chrome popup blocker better,neutral
content content content gah story life right thx reminding thats v tweeting,positive
dnt get go play lasertag w besties old me dead gone,negative
happy mother day yall boy,positive
thing preparing 5 sermon one week think doneyou prepare powerpoint slide,neutral
thanks youve quiet lately,positive
haha soooo party tonight,neutral
poor girl britain got talent god love forgot word cried get second chance perform,positive
head hurt feel sick go work tomorrow,negative
sound interesting,positive
woke updont want go work 4,negative
attention length time type tell ya ill add old man war wish list amazon,neutral
bad headache,negative
want,neutral
,neutral
used live ocean shoulda gone beach often,neutral
artwork 3am gotta get portfolio done meca wednesday meeting milonzzi review,neutral
whoohoo went get movie junk food woman night mwahaha,positive
achillies thanks yay guild,positive
oh seems playable joker ps3 exclusivity arkham asylum much bigger thought,neutral
anyone else bad friday fun day today,negative
watching dr horrible dont mad,neutral
im really full huge breakfast,neutral
iphone soon theyre adding autofill logins wont type everytime,neutral
cant wait hear new album im sure amazingplease replay love much,positive
work suckd another closing nite 30 dollar pockeded need new job,negative
im still waitin girl come homei wanna go shopping,neutral
back school feel like gonna great day,positive
lindsay spanish fansite love wwwultimatelohanorg please reply u wish good flight 3,positive
getting excited thorpe park tomorrow,positive
com125 quiz feliza bugging u getting annoying,negative
gmorning ooh giirll monday,positive
computer please stop loud work,negative
heard one alicia key like 10 minute ago made night,neutral
hey david gone eye yet birthday singing ipswitchbest present ever fun breakfast hunting,positive
rblpn know could listen every version war pig ever recorded httpblipfm5z10d,neutral
fevered imagination son,negative
home day pampering mom dinner family currently snuggied couch glass wine new book ahhh,positive
ate mandy please forgive really sorry dont wanna lose bff,negative
monday monday mr cade home couch lot today,neutral
like roll eye im curious hell good singing real treat far im concerned,positive
ooo believe theyve closed even one airport,neutral
layin n bed headache ughhhhwaitin call,negative
oh no average joes lexington closing sad,negative
going staring hello kitty face 39,neutral
oh message probably,neutral
monday best excited week,positive
beautiful day hangin guy graham josiah lol waiting others wanna stop come food,positive
good morning sexy twitter hows yall im gd like 749am n still wanna sleep,neutral
garcia bend learned lesson last night thought gonna throw got tix fashion show end mo,neutral
gotta go twitterer stupid sister want go facebook oging montreal 2morrow wont bye xoxox 33,negative
haha thanks inane grin grading student really fascinating semester,positive
stay great mother gave coldflu left still cough,neutral
aww read tweet im sure later either work feel u,positive
holy cheese sending thing motherland muy caro,neutral
movie 3d really gooood,positive
jareds wearing green shirt sparkly eye yee hear asylm highly disorganized hang,neutral
little girl still holding phone tear pouring eye,neutral
happy mother day asap everyday,positive
hey please reply cant call im mexico dont know code love,positive
late actually spelling bee back day got eliminated state final though,negative
minstrel might grab petrol station head back work delicious,positive
bored work,negative
twist86 picking,positive
happy mother day love,positive
yes sure would eat,neutral
nice wedding ring shiny,positive
feeling considerably better 13 hour sleep still right though,positive
wish love coming home,positive
yep youve converted blip great hear lot others suggestion pretty great stuff,positive
hey gal pal phoenix,neutral
feel good today,negative
ok guess need actual work long 5 pm oh may ditch early,negative
bank holiday rain superb great excuse start gardening jungle back house eating,positive
lisa yes know ur talking yes dont let get yayou great thing going chris,negative
miss already sad face texted seriously gonna make cry,negative
thabks made feel special,positive
yep gotta go man ill ttyl eventually sometime future hopefully soon,positive
mayb raped younger,neutral
dunno yet would love though keep missing time reason fun,positive
palm itchy doesnt mean something coming great deal money,positive
xd tried say seems like people facebook dont agree guess fail cry,negative
hello friendyou found gbw glad see twitter learn german,positive
done dentist november,neutral
doubt ill get one honest,positive
wow tagers rock awesome performance,positive
mhmm idk thought showing freaking ppl hehebut yeah totally understand u guy vn sound cool,positive
lol u knew better ud better wouldnt wear uggs shoe weather awww rip stack b,negative
way lake geneva miss laura,negative
happy mother day mommy hope good day,positive
gave bike thorough wash degrease grease think really good job,positive
awwwww snaaaap jimmaaayy man hookup bad im far away,negative
kittykat thats nice,positive
asked sing yet againaha coffee mornin time psychology past questionsrevision suck,negative
would like 1800 1000 mile gas price crazy im alpine next summer def,negative
okay thanks,positive
see adriana month,neutral
indeed tonsillitis good thing ive advised eat lot ice cream solid food im bed ridden,neutral
didnt work,negative
raining gng rain dance,neutral
enjoy day prob see u top glyders pint gotta drive straight back weve got dog stuff sunday,positive
wonder white supremists say abhor racist httpbitlyrd31f,negative
meeting boy,neutral
tv hope shatner didnã¯â¿â½t address message philosopher weã¯â¿â½re doomed stopped thinking,negative
hiiiiii texted u day u didnt respond whats,negative
duerden jealousmuchi want outttt stuck revising better green dragon honour lol,neutral
thanks got tired bleaching um bang yeah actually bit purple oopsie,neutral
well bell hook teaching transgress sometimes miss teaching messing bad system,negative
happy mother day mommy,positive
clp heard 88db better mixing downespecially use 808 sound,neutral
teaching people beauty twitter,positive
im sorry xmen suck bad way p,negative
follow cause really shop even though dont showin love,negative
happy baby momma day momma twitterville,positive
betill spirit im uk really lol like pic btw x,positive
sad today last day san diego,negative
still eatin lunchn readin comment last niteda best comment receive really brought anne life,positive
rating army wife teary criminal mind yikes criminal intent take sort real life news horrifying ok bed nite,negative
wow good im mac xp via parallel ever need tester,positive
good luck tomorrow,positive
woo hoo recipe,neutral
actually participated lit today p also better rain,neutral
irregularly im halfassedly working essay saying halfassedly really mean word even open,neutral
star warz day reallythat hot topic manoh man im waiting star trek,negative
workin still lol wanted go spring game,neutral
homework,neutral
salary actually spend money hooray time go shopping dinner ahora say goodbye,positive
miss ya boyfriend gonna see ya brtt,negative
watching america next top model yah haha,positive
thats birthday boy ipod touch dsi setup sorted think would happy ball boot age,positive
kinda done trying ugh oh well worth effort long day tomorrow night tweeter,neutral
funeral bueno,neutral
sound like sonicswhich never record say spicy bred buffalo wing w blu cheese beer,neutral
well right side thirty,neutral
think might break purchase u donot know call,neutral
tom u plan germany answer ur germany fa,neutral
ah haha omg fudge grahmcracker cooky boo,neutral
drinking harm doc convinced cause pcvs look uptold stop smoking yet come,neutral
hahahaha nahh sowwieee git shirt match dez sneakerz nd idk da color aghhh lol,neutral
feeling sorry ian broke gf feel reali sad co feel wish give huge hug right,neutral
saying goodbye something familiar never becomes familiar,negative
sunburned face leg fixing arm tooo,negative
planning surviving financial status quitting job gotta find new job within 4 month,neutral
graduation tonight im gonna miss boysmikey dustin mile charlie travy nicky john jake boysi love guy,positive
gnite fukn nite wanted sum pinga couldnt get,neutral
sweater,neutral
wow great list need shop,positive
lol birmingham 1st love time move good morning,positive
want hang friend soon,positive
140 character find rarely enough elaborate much upon anything,negative
see steve coogan raise dylan moran,neutral
like saw movie 48 would give 5 tyler perry wasnt,neutral
couldnt get money mikey time trust make sad,negative
incredibly worried stanley,negative
stop talking ur gonna mean,negative
afternoon uve got new pic nice spec,positive
writing first showstopper entry lost hour work due server issue,negative
httpbitlymsize go dear love janelle,positive
boreedd,negative
ridiculously warm bed,negative
techupdate know nutty newsire twitterfeed one coming wo link cant lazy without linkslol,neutral
awwww internet right drummer boi,negative
personally could decide election sign place north40 last fall reagan 08 tjefferson 08 troosevelt 08,neutral
far everybody look good 1 momma goat kid month hope week,positive
woop bought elliot minor album itunes finally working,positive
listening del barrio record release think cmyk music competition minimal techno madrid land,neutral
trying work use twitter,neutral
id love able bikebuswalk work isnt safe area,neutral
cried like fukn baby today durin da senior showima miss senior friend,negative
people talk gone,neutral
know bro asked shaked fist 6 cat make last night weekend im philly,neutral
spent evening gala high school drama company 20th anniversary lot memory,positive
ftr 3 u miss u team already,negative
went page made hungry,negative
good morning dont think stopped raining past three day care,positive
wzzzzzzzzzup derrek r starting band practice jayk skylar leaving california today lucky,positive
quite sure ace cake gosh im tired loved bride war fun night,neutral
salad krogers hungry,neutral
785 yeah im done work weekend im sooooo bummed,negative
waking 6 yuuup still going tonight better believe,positive
cant play world conflict computer running slow,negative
last hero ep sept sick drugged past 3 day dr say lacking everything esp get sunshine,negative
know theyre trying sort portfolio dont know put,negative
starbuck,neutral
ugh,neutral
reading taking note undertanding none help,negative
arnold california aka best place everwish could come,positive
cat unimpressed thunderstorm dog wish would come home,neutral
man cut hair mean cory procuts come,neutral
awesome day expect much awesomeupdater,positive
oh hope get better show argentina good luck,positive
im tuna noodle thing smashed potato cake winksy say hi,neutral
get dachshund awesome getting stuck silly place know breed,neutral
hey mar miss also yeah gotta find stupidstupid school,negative
way home dood dont think crappy vodafone gprs handle yaymencom,negative
enough pizza ordered didnt get pizza delight,neutral
idol looking new sm sending solution httppromotionitaggcom get ã¯â¿â½6 free sm every itagg,neutral
really worth watching cinema mum really enjoyed,positive
know funny thing everyone packing e3 packing go mexico e3,positive
kinda may chickened,negative
snlyouve gotten better keep,positive
oh today friend go usa iã¯â¿â½m going miss much great time darling,neutral
holy wow think couldve slept day soooo tired,negative
roxy right palmade stuff pretty cool,positive
sending ton thankful love sock summit cant believe utter people spew,neutral
sleppytime really missing godfather right love wayne,neutral
saddest celeb story week httpbitlyh09ph,negative
britta say want lunch,neutral
organic chemistry ah confusing,negative
aww love,positive
paid like 16 first slightly stoopid show charge 47 pop make sad,negative
ran accela unit test first time 2 year failed,negative
faith daphne,neutral
gotta check bro thatand mine girl,neutral
bored waiting class start sigh midterm next week,negative
im soooooooo hungry wat 2 eat,neutral
awesome fruit vegetable juice opening lam noodle 8 fb httptinyurlcomqnjqx2,positive
result salary decrease,negative
whaaaat happen,neutral
feel dpressed,negative
diva always coffee cooky,neutral
hahahahaha day,positive
collect tv acquired freecycle,neutral
happy mother day mom,positive
stomach feel like touching groundim full,negative
kinda looking forward seeing seann william scott office today,neutral
itl,neutral
disturbed sold baby tiger met thailand exotic pet greedy bastard,negative
sorry mr grey menlo,negative
good intent hopefully others get vibe,positive
white pointy shoe haha ah got excited enw drummer youre mean,neutral
bahaha loook like kung fu panda wake morning,positive
little bit drink isnt actually strong anymore,neutral
time ticking sooo sloooooooooowlyyyyyyyyyyyyy,negative
thank god sport doesnt take offence joke unlike three good friend stopped talking,positive
computer class photo booth doesnt work,neutral
heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,negative
hate program freeze installation,negative
yes maybe dm though dont annoy follower thought late good night,positive
great first impression little netbook downside access hatch upgrade ram,positive
lol brandy mr whisker,neutral
feel like throw,negative
sooo reluctant study final right,neutral
welcome public transport x,neutral
possibly carpenter numbertopical,neutral
still shoesless que ardillaaaaaaaaaaaa,neutral
yea look good flower mean,positive
epicentre wheelock place 250 unit tourist starting today,neutral
fun last night didnt see,neutral
date like man dont get played like,negative
good luck mine 3rd day today,positive
hair look sicckkkk happy mother day mother,neutral
marrrrrrrrrry 3 fun partying tonight drink 18 wud come see,positive
work,neutral
work punchy due two early morning pager event,neutral
nw macedonia rainy day row,neutral
youre welcome,positive
john making wear mask glove work cause im sick say doesnt want catch swine flu httpyfrogcom02mxjj,negative
whats wrong flickr httpwwwflickrcomphotosfrenchtoastcake quilt top photo show click sad story,negative
supposed unrelated storywise new part fallout series theyre working name,negative
week week gym worst headache,negative
pill punching bag ive never touched covered brother sweat u use u want hehe,neutral
omfg downing tasty ate almost lo,positive
hug love mamabear happy mom day case dont see around tomorrow,positive
im sad work today cant win ticket,negative
lovin performance snl tonight funny,positive
want call go michigan hahha,neutral
morning ali big thank yesterday love always xxxx bike today dont forget get helmet ok,positive
helping cousin get ready 8th grade danceshe growing,neutral
bank,neutral
miss 70 show,negative
chilling feeling really nice,positive
hey nothing wrong,positive
watched persepolis broken english also nice sunday,positive
well official strep,neutral
thinking song use next chilled edition video,neutral
going town friend long time havent seen himokok feeling fresh,positive
route home parent 35th wedding anniversary 2day gona take em 4 dinner let c find woman 2getha 4 long,neutral
aha bet cuteshould wear nu time cn show mineu cn show,positive
dont think sale ciroc staythats luck,negative
feel like nerd saying new star trek look kinda cool might see haha let know go,neutral
want 2 get nail done today according 2 superstition cant guess ill 2 wait til tomorrow 2 french,neutral
ive seen star trek twice seeing today 3d since outvoted,neutral
happy mother day wonderful mother world included,positive
surprisingly liked star trek contrary theory star war fan anti trekkies,positive
3 im tired cant sleep,negative
happy belated birthday francesc fabregas wish best fabre,positive
santana maria maria wraith httpblipfm7a10a,neutral
heading baguio hour,neutral
hi im eunice kyna im huge fan cant wait next album,positive
wow vicodin must worked slept better get updating bjadaycom job,neutral
hey dave whasup,neutral
honestly say thematic big part blogging enthusiam love able want,positive
haha didnt anything wrong,positive
uggg computer running sooo slow today driving batty guess time remove file defrag ugg want mac,negative
good morning early bad conscience trying make taking day yesterday p,neutral
getting ready go ikea alone cuz one go,negative
aaa new follower hiii,neutral
hear time earlier 11am mean,negative
ok im going outsidewish playing basketball oh well,positive
watching star trek next watch movie theater cause movie really worth,positive
finally came around shorten twitter username follow need change anything,neutral
ferber happens every day rohan woke unhappy midnight goodbad news still awake due afternoon nap,negative
thats awesome cant believe poster already havent seen one yet,positive
hm good medium much yesno responding previous postsdays ago conversation,negative
several hour finally site back online silly dns setting mistake,negative
whew literally shopped till droppedand sprained ankle ughdo see sacrifice make,negative
work mad blocking site fun arent blocking facebook twitter youtube,neutral
gave cable tough economic time either cable shoe know cable lost,positive
12seconds friday night update left city httptiny12tvi3ks8,neutral
sure easier login every day make post admin mod ill try,positive
wish brought warmer clothes chilly negative thing trip sun connected chilliness,negative
mom wearing shrug bought 2morrowi cant wait 2 c n itcute,positive
crew please dont dont think could wrong number time,neutral
nope anthony wrecked car help get running,negative
happy mother day mother good enjoyable day,positive
yea dude 58 really,neutral
poor thing come watch tv house lol,negative
missed todayi know must feel tired give massage tonight,negative
turn get go see decemberists,neutral
death well im impressed technical skillz,positive
nkotb lol r loser u drove 8 hour day u need rest 2 day im still tired lol,positive
dont think ugly tha dumb lookin lill betta know,neutral
farewell dinner kimmy last time ill see,negative
def see ya tonight must get rn photo didnt get yesterday lol thanks please dont forget,positive
working hop city gotta miss baseball,negative
bc baby phat phat farm applebottoms fubu come pretty weak double,negative
muay thai awesome im gonna sore morning feel like bad eating junk tho,neutral
waaa octo drive cant go,negative
read disclaimer close browser httptinyurlcomn28lr3,neutral
real sorry hear,negative
sound good cleaning cynic order haha good night talk tomorrow,positive
still awake 5am way better reason fantastic night fantastic people fantastic food,positive
im getting reaction stroking cat welt hand caught claw,neutral
need relocate west coast weather killin,negative
httptwitpiccom4j99z gift boyfriend little guy keep company night,neutral
yes really good even though sci fi loved haha know,positive
beer smoki lucky strikegood time good time workdrawing stuff,positive
westin discount anime expoã¯â¿â½ 2009 provides additional discount hotel httpanimeexpoorgp2396,neutral
sorry sounded like 13 year old texting tried tweetshrinking built tweed deck another cool feature,neutral
sniff sniff want thie app iphone america free anime game show iphone win uk,neutral
1 n still dothis job dead 2 right,negative
finished ysc runthrough service gonna awesome httptweetsg,positive
raining seaworld,neutral
mean post concert blue lol well soooo know mean,neutral
side seat loner please starbucks,neutral
really sad nephew keeping busy sorting item bwm httpbitlyn9tsm,negative
dont love bank holiday,positive
httpwwweftelingnl today nothing eftelingfun sure pythonrollercoasterride though,positive
httptwitpiccom4w70j left brain right brain drug,neutral
idiot family feeling dont mix amongst stuff,negative
oh see mean true used improperly know,neutral
seattle washingtonim sooooo hungryi miss alaska,negative
little slow try one ben jerry mission marzipan bit letdown,negative
enough already wolfram alpha next google next cuil httpbitly6hesz,neutral
aw wish could get ready atlanta come work since behind work,neutral
feeling really good performance ap government politics exam morning going lunch krista,positive
well far back sanity least,neutral
still cant believe matt mccoy interview got 255 view twitter truly isawesome,positive
daaaaang 3d sold,negative
thanks reminder hope great time,positive
love smell roast oven thanks idea,positive
answer postcard century,neutral
long weekend thank god sleep monday,positive
yeah go always brings u thing let last something called bird milk,neutral
includes,neutral
wal mart,neutral
clocked possibly last time northview middle school,negative
writing boring part paper hmm sun shining feel like working however,neutral
sowwy lover,positive
lot reqs today fun,negative
high school,neutral
frog yes,positive
dawg thanks much,positive
erm yeah watch sway collapse river lol next time shall drag,negative
awwwwwww kitty best,positive
httptwitpiccom4whaf tonight art show success,positive
middle industrial estate pirate ffancy dressready 7 mile walk,neutral
good luck haha loved character bring win movie,positive
learned aobut starwarsday thus 3 movie han solo shot first deal,neutral
busy day time tweet bmore whats happening weekend,negative
sleep still mourning adobo cooked httpplurkcompx12gf,negative
mcc bye scotty im gonna miss ily333,positive
yeah get better though know,neutral
decided go uni today httpplurkcompsu0yr,neutral
nope im nott planning aunty come america havin big family meal cant,negative
little foster kitten getting bigchubba winston going 2 b missed get amazing home,neutral
many weirdo one,negative
saw tonight well great movie hope youre well mate cheer e,positive
liesgirlstell liesboystell thread show woman men alike screwed struggle real honest relationship,neutral
downloading new font httpplurkcomprplkr,neutral
happened early night turn pumpkin,neutral
day open 4 dont know everyone leaving today,neutral
goin cousin soon dog soo cute,positive
beach nanny got back roast iater pudding,neutral
333 yeah couldnt call dad mom brother either mom phone dad phone card expired brother work,neutral
moment intense geniusand powerand well time sheer insanity need sanity check,neutral
need come spend time roof miss double date couple week,negative
congratulation hope amazing day,positive
think june gloom arrived,negative
agree w u,neutral
sorry wouldnt believe much feedback got menu bar icon next version lot subtle,neutral
officially pink eye,neutral
welcome book good reminder escaped cube,positive
youre welcome,positive
morning happy star war day may 4th,positive
havent talked since last day school thats right,negative
yes talking 2 hott guy happy,positive
oh yum rhubarb link fab thanks,positive
thanks learned something new today enjoy,positive
ug full cold dark pub want go outside,neutral
david mitchell presenting got news tonight 3 love think he ace 3 another note headache,neutral
greeting every momma happy momma day,positive
feeling better drug awesome sad waste 3 day weekend,neutral
ha good morning may fourth,positive
knew idiot,negative
firework kboom concert second best ive ever seenpreceded last year show 2008 sigh,positive
